管理番号,案件番号,ステータス*,初回入力日*,更新日*,企業名*,都道府県（配属先）*,市区町村（配属先）*,最寄駅（配属先）*,雇用形態*,種別,業務内容*,求めるスキル*,開発対象*,想定年収*,勤務h*,残業時間（h）*,受注数,未経験者,40代以上,外国籍,その他・補足事項（アピールポイントなど）,勤務地市町村
nk440IE,NGi001367,変更,2022/3/30,2024/9/23,PCIｿﾘｭｰｼｮﾝｽﾞ,愛知県,名古屋市,名古屋駅,正社員/契約社員,IT,通信サービス新規機能開発,"＜MUST＞ ・C言語、組込み開発経験（5年以上） ＜WANT＞ ・JSON,OPENAPI,HTTP1.1/2、MQTT、WiFi,STA/AP",通信サービス新規機能開発,350万～600万,9:00～18:00,20H,3,不可,可,不可,,不明
nk441IE,OSi001371,変更,2022/4/21,2024/9/24,日本自動化開発,愛知県,名古屋市,栄駅,正社員,IT,車の配線制御管理,・Java ・進捗管理 ・アジャイル開発 ・設計書作成 ・コーディング ・テスト仕様書作成 ・単体テストが1人称で出来る,車載システム,300万円～400万円,9:00～18:00,20h,3,不可,可,不可,テレワーク（週1出社）,不明
nk442IE,OSi001372,変更,2022/4/21,2024/9/25,日本自動化開発,愛知県,豊田市,三河豊田駅,正社員,IT,車の輸出管理表基幹システム開発（在庫管理・販売管理）,"・Java開発経験4,5年",車載システム,300万円～400万円,9:00～18:00,20h,3,不可,可,不可,"9月以降　4,5名増員予定 基本テレワーク勤務（最初の2週間のみ出社）",不明
nk443RI1,RD001391,変更,2022/5/11,2024/8/17,ﾆｺﾝｾﾙｲﾉﾍﾞｰｼｮﾝ,東京都,江東区,潮見駅,正社員,R&D,細胞培養、培地調整､培地交換､経過観察､パッケージへの充填､ 製品の目視検査､製造記録への記入等 他､周辺業務(無菌室の清掃､資材の管理･出入､廃棄物の管理､記録帳票の整理)有,・理系の大学卒業の方 ・シフト制(夜勤業務)への理解 ＜WANT＞ ・細胞培養の経験,細胞培養,300万,8:30～17:30(休憩1h),20h,3,可,不可,不可,,不明
nk443RI2,RD001391,変更,2022/5/11,2024/8/17,ﾆｺﾝｾﾙｲﾉﾍﾞｰｼｮﾝ,東京都,江東区,潮見駅,正社員,R&D,細胞培養、培地調整､培地交換､経過観察､パッケージへの充填､ 製品の目視検査､製造記録への記入等 他､周辺業務(無菌室の清掃､資材の管理･出入､廃棄物の管理､記録帳票の整理)有,・理系の大学卒業の方 ・シフト制(夜勤業務)への理解 ＜WANT＞ ・細胞培養の経験,細胞培養,300万,8:30～17:30(休憩1h),20h,3,可,不可,不可,,不明
nk443RE,RD001391,変更,2022/5/11,2024/8/17,ﾆｺﾝｾﾙｲﾉﾍﾞｰｼｮﾝ,東京都,江東区,潮見駅,正社員,R&D,細胞培養、培地調整､培地交換､経過観察､パッケージへの充填､ 製品の目視検査､製造記録への記入等 他､周辺業務(無菌室の清掃､資材の管理･出入､廃棄物の管理､記録帳票の整理)有,・理系の大学卒業の方 ・シフト制(夜勤業務)への理解 ＜WANT＞ ・細胞培養の経験,細胞培養,300万,8:30～17:30(休憩1h),20h,3,可,不可,不可,,不明
nk444ME,OSi001412,変更,2022/5/19,2024/9/26,日本ｼｽﾃﾑｳｪｱ,愛知県,名古屋市,名古屋駅,正社員/契約社員,機電,カーナビ開発,・C言語、組込開発経験,カーナビシステム,350～600万円,8:30～17:00,20h,10,不可,不可,不可,,不明
nk445IE,OSi001413,変更,2022/5/19,2024/9/27,BTM,愛知県,名古屋市,名古屋駅,正社員/契約社員,IT,Web開発企業のバックエンド開発業務,・PHP/Laravel開発経験3年以上 ・Webアプリ開発経験4年以上 ・設計経験3年以上,HRﾃｯｸ事業における新規Webアプリバックエンド開発業務,350～600万円,8:30～17:00,20h,3,不可,不可,不可,ﾌﾙﾘﾓｰﾄ勤務可,不明
nk446OE,YKe001414,-,2022/5/24,2024/8/19,ﾒｲﾋﾞｽﾃﾞｻﾞｲﾝ,神奈川県,横浜市,新横浜駅,正社員,その他,LSI設計、電子回路設計,・LSI設計、電子回路設計経験者,LSI,400万円～600万円,8:30～17:30,20h,,不可,可,不可,,不明
nk447ME,OSe001417,-,2022/6/13,2024/8/19,明石機械工業,兵庫県　,加古郡,魚住駅,正社員/契約社員,機電,自動車部品のCAE解析、図面作成、設計補助業務、CAD3Dモデリング,・解析経験者 ＜WANT＞ ・リーダークラス,自動車部品,400万～600万円,8:00～16:45,40h,3,不可,可,可,大手メーカーのグループ会社でのお仕事です。,不明
nk448IE,UTe001426,変更,2022/6/22,2024/8/26,アイ電子工業,栃木県,那須塩原市,黒磯駅,正社員/契約社員,IT,半導体検査機器の検査・設計,・電気・メカの知識,半導体製造装置,400万～600万円,8:10～17:20,20h,,不可,可,可,,不明
nk449IE,TKi001432,-,2022/7/21,2024/8/26,IIJエンジニアリング,東京都,千代田区,秋葉原駅,正社員,IT,データサーバーの運用保守,・サーバー保守経験,サーバー,300万～400万,就業h①09：00-17：30②17：30-33：30 休憩h①12：00-13：00②21：00-22：00／27:00-27:30 ※シフト勤務,5h,3,不可,可,不可,シフト勤務,不明
nk450IE,TKi001433,-,2022/7/21,2024/8/26,ニスコム,東京都,大田区,蒲田駅,正社員,IT,データサーバー監視,・サーバー監視,サーバー,250万～350万,就業h①9：00-17：30　②17：00-33：30 休憩h　①12:00-13:00　②23：00-25：00,5h,3,不可,可,不可,シフト勤務,不明
nk451IE,TKi001438,-,2022/8/23,2024/8/26,日本企画,東京都,品川区,品川駅※基本在宅,正社員,IT,クレジットシステムの移行対応業務,・開発経験5年以上（VBAのみは不可） ・一連の開発経験（設計～試験） ・コミュニケーション力（顧客調整多い）,クレジットシステム,350万～450万,9:30～18:00,20,3,不可,可,不可,,不明
nk452IE,OSi001442,変更,2022/9/2,2024/9/28,santec,愛知県,小牧市,味岡駅、高蔵寺駅,正社員/契約社員,IT,基幹システム改修プロジェクト ・SierとSAPコンサルとの窓口業務 ・プロジェクトのサブリーダー業務 ・Excelを使ったデータ整理など ,SAPERP操作 SAPERPカスタマイジング経験がある方,システム,300万円～600万円,9:00～18:00,10,3,不可,可,可,外国籍は日本語能力N1以上,不明
nk453IE,OSi001443,変更,2022/9/2,2024/9/29,santec,愛知県,小牧市,味岡駅、高蔵寺駅,正社員/契約社員,IT,業務で用いる機能の追加、変更 ①光通信用部品の評価 ②アプリケーションソフト開発 ③測定器とパソコンを使った自動計測プログラム開発。,"必須： プログラム言語が扱える方 パソコンアプリケーションソフト開発の経験がある方 尚可： ・測定器のプログラム制御経験がある方 ・プログラム言語(VC,VB.net,etc.)が扱える方 ・計測機が扱える方(スペアナ、電圧・電流、オシロ他)",システム,300万円～600万円,9:00～18:00,10,3,不可,可,可,外国籍は日本語能力N3相当,不明
nk454IE,OSi001444,変更,2022/9/2,2024/9/30,オーアンドケー,愛知県,海部郡飛島村,金城ふ頭,正社員/契約社員,IT,社内SE自社システムの改修 ,"COBOL,RPG",システム,300万円～600万円,9:00～18:00,10,3,不可,可,,,不明
nk455RE,RD001446,変更,2022/9/6,2024/8/17,ニプロ株式会社,滋賀県,草津市,JR南草津駅,正社員/契約社員,R&D,微生物培養と分析,ジャーファーメンター使用経験 微生物培養経験,微生物培養,300万円～600万円,9:00～18:00,10,3,不可,不可,不可,,不明
nk456RE,RD001448,変更,2022/9/9,2024/8/17,カネカテクノリサーチ,大阪府,摂津市,南摂津駅(モノレール),正社員/契約社員,R&D,VOC放散試験の試験担当及び報告書作成 ,"放散試験の実施スキル、有機化合物の知識 GC,LCの分析スキル",化学材料,400万円～500万円,9:00～18:00,10,3,不可,不可,不可,,不明
nk457OE,OSe001449,-,2022/9/9,2024/8/19,ヤンマーパワーテクノロジー,兵庫県,尼崎市,尼崎駅,正社員/契約社員,その他,船用大型エンジンの設計、解析,Creo経験 エンジンの設計経験,船用大型エンジン,400万～600万,9:00～17:40,30,3,不可,可,不可,,不明
nk458OE,RD001450,変更,2022/9/9,2024/8/17,カネカテクノリサーチ,大阪府,摂津市,南摂津駅(モノレール),正社員/契約社員,その他,(株)カネカからの業務依頼を受けての知財調査,特許調査の実務経験 TOEIC600点程度,特許調査,400万円～700万円,9:00～18:00,10,3,不可,可,不可,,不明
nk459RE,RD001451,変更,2022/9/9,2024/8/17,カネカテクノリサーチ,兵庫県,高砂市,山陽電鉄・高砂駅,正社員/契約社員,R&D,金属分析・HPLC分析,"金属分析の実施に必要なスキル ICP-AES,ICP^MS　医薬品分析経験",化学分析,400万円～500万円,9:00～18:00,10,3,不可,不可,不可,,不明
nk460ME,TKe001452,-,2022/9/13,2024/9/2,日本ｺﾝﾗｯｸｽ,埼玉県,坂戸市,坂戸駅,正社員/契約社員,機電,電気回路設計,電気回路設計経験,貨幣処理装置,400万～500万,8:30～17:30(休憩1h),20h,3,不可,可,可,,不明
nk461RE,RD001453,変更,2022/9/14,2024/8/17,三菱ｹﾐｶﾙ,大阪府,茨木市,JR茨木駅,正社員/契約社員,R&D,粘着製品の物性評価 製品開発を目的とした物性評価,オートグラフ、ゲル分率、熱分析,化学材料,300万円～600万円,9:00～18:00,10,3,不可,,,,不明
nk462IE,TKi001456,-,2022/9/14,2024/8/26,ｶｲﾃｸﾉﾛｼﾞｰ,東京都,府中市,府中駅,正社員,IT,JP1、JP1サーバー更改・保守・管理,基本情報技術者試験 社会人経験1年以上,金融系システム,300万～350万,8：30～17：30,30,3,不可,可,不可,基本出社勤務,不明
nk463ME,TKi001457,-,2022/9/14,2024/8/26,株式会社IHIｴｽｷｭｰﾌﾞ,東京都,江東区,豊洲駅,正社員,機電,大型ボイラ向けｼｽﾃﾑﾒﾝﾃﾅﾝｽ業務および社内ｼｽﾃﾑ保守作業・新規機能追加,理工系大学卒で熱流体工学を専攻（エンタルピー計算がわかる方）・Ｃ＃のプログラミング技術を要する（Ｃ＋＋もあればなお良し）,ボイラー,450万～500万,8：30～17：30,10,3,不可,可,不可,基本ﾘﾓｰﾄ勤務,不明
nk464OI1,SDe001459,-,2022/9/28,2024/8/30,東ｿｰ･ｸｫｰﾂ,山形県,山形市,JR漆山駅,正社員,その他,設計補佐,,石英ｶﾞﾗｽ,250～300万,8:30～17:10,20h,3,研修生のみ,可,不可,,不明
nk464OI2,SDe001459,-,2022/9/28,2024/8/30,東ｿｰ･ｸｫｰﾂ,山形県,山形市,JR漆山駅,正社員,その他,設計補佐,,石英ｶﾞﾗｽ,250～300万,8:30～17:10,20h,3,研修生のみ,可,不可,,不明
nk464OE,SDe001459,-,2022/9/28,2024/8/30,東ｿｰ･ｸｫｰﾂ,山形県,山形市,JR漆山駅,正社員,その他,設計補佐,,石英ｶﾞﾗｽ,250～300万,8:30～17:10,20h,3,研修生のみ,可,不可,,不明
nk465IE,TKe001460,変更,2022/10/12,2024/9/2,株式会社ﾌﾟﾘﾊﾞﾃｯｸ,東京都,品川区,新馬場駅,正社員/契約社員,IT,LSIの回路設計・回路検証、 LSIテスト,半導体テスタのプログラム開発、J750、T2000、V93000の経験、各種アナログ設計・評価経験,半導体,400万円～700万円,9:00～18:00,20h,3,不可,可,不可,,不明
nk466RE,SDe001462,-,2022/10/14,2024/8/30,仙台小林製薬株式会社,宮城県,大和町,塚目駅,正社員/契約社員,R&D,医薬品の品質管理業務,品質管理業務経験。 UV、Raman、GC、HPLC、日本薬局方に準じた業務経験があれば尚可。 GMPを理解していると非常に良い。,医薬品,300～400万円,8:30～17:30(休憩1h),10h,3,不可,可,不可,車通勤必須,不明
nk467RE,RD001486,変更,2024/2/12,2024/8/17,株式会社ステムリム,大阪府,茨木市,彩都西,正社員,R&D,マウスを用いた薬効薬理試験等の実施 ,動物実験経験（マウス） マウスへの投与方法は尾静脈投与がメイン その他、静脈内投与、筋肉内投与、経口投与が出来ると尚良し,医薬品,400万円～500万円,9:00～18:00,20h,3,不可,不可,不可,,不明
nk468IE,TKi001492,-,2023/2/9,2024/8/26,PCIｿﾘｭｰｼｮﾝｽﾞ,東京都,港区,新富町,正社員,IT,映像配信系ｽﾏﾎｱﾌﾟﾘ開発,Must ・KotlinorSwiftorObjective-Cのスマホアプリ開発経験があること ＃本案件はFlutterの開発となります ・Gitでの開発経験があること ・アジャイル開発の経験があること Better ・アジャイルのスクラムマスターのご経験があること ・主体的に業務推進できること ・独力で問題解決へ導く力があること ・正確に伝えられる文章スキル、資料作成スキル,ｽﾏﾎｱﾌﾟﾘ,500万円～600万円,9:00～18:00(休憩1),20h,3,不可,可,可,,不明
nk469IE,TKi001493,-,2023/2/14,2024/8/26,IIJｴﾝｼﾞﾆｱﾘﾝｸﾞ,東京都,千代田区,神田,正社員,IT,ﾃﾞｰﾀｻｰﾊﾞ運用監視業務,IT系ｺｰﾙｾﾝﾀｰでのﾃｸﾆｶﾙｻﾎﾟｰﾄ経験 CCNAやLinaC、またはLpic等の資格を取得していること,ﾃﾞｰﾀｻｰﾊﾞ,250万円～300万円,・研修期間3か月(習熟度により短縮する場合あり) -平日：09:00-17:30 ・以降は24h365日2シフト制 -09:00-18:30/18:00-33:30 ,10h,3,不可,不可,不可,,不明
nk470RE,YKe001494,-,2023/2/27,2024/8/19,ｸﾎﾞﾀｹﾐｯｸｽ,神奈川県,小田原市,鴨宮,正社員/契約社員,R&D,生産技術業務,・塩ビ製継手製造後の検査・梱包・搬送の自動化設備導入 ・設計・仕様書作成・発注準備・施工管理・試運転評価 ・弊社関係部門、及び外部業者（設備メーカー）との要求内容調整,化学製品,500万～600万円,8：30～17：45,10h,3,不可,不可,不可,,不明
nk471IE,OSe001502,-,2023/6/19,2024/8/19,日清紡ﾏｲｸﾛﾃﾞﾊﾞｲｽ池田,大阪府,池田市,阪急　池田駅,正社員,IT,電子デバイスメーカーで開発する半導体製品のテスト開発業務 ・製品仕様、テスト仕様を元にテストプログラム作成 ・テストする為に必要な治具仕様作成 ・製品設計者やテスト技術者と協働してテスト開発での問題解決をする ・サンプル流動 ・テスト結果をExcelにまとめてグラフ化 ・報告書作成,・関連の実務経験（ICの評価、テスト）がある人,半導体,350万?600万,8:45～17:15,20h,3,不可,可,可,大手ﾒｰｶｰでのお仕事,不明
nk472IE,OSe001503,-,2023/6/19,2024/8/19,日清紡ﾏｲｸﾛﾃﾞﾊﾞｲｽ池田,大阪府,池田市,阪急　池田駅,正社員,IT,半導体レイアウト設計部門 ・携帯機器や産業向けの電源や電池周辺の製品設計・EDA(Virtuoso) CADを使用したアナログレイアウト設計業務,・実務経験1年以上,半導体,350万?600万,8:45～17:15,20h,3,不可,可,可,大手ﾒｰｶｰでのお仕事,不明
nk473ME,TYe001505,変更,2023/6/26,2024/7/29,豊田自動織機,愛知県,大府市,大府駅,正社員,機電,自動車ボデー設計,・自動車部品設計経験 ・CATIA使用経験、トヨタ内システム利用経験,自動車,350万円～550万円,8:00～17:00（休憩1h）,20h,3,不可,不可,可,大手メーカーでのお仕事,不明
